R	3.2904	1.6432	0.7969	1477010443700000	-0.0712	3.3950	-0.2028	0.9792
R	4.3660	1.6354	1.3484	1477010444500000	-0.3356	4.1478	-0.4399	0.8980
R	5.0750	1.7264	1.1535	1477010445300000	-0.7789	4.8112	-0.6494	0.7604
R	6.0100	1.8111	0.3491	1477010446100000	-1.3732	5.3436	-0.8181	0.5750
R	6.1304	1.9030	1.1295	1477010446900000	-2.0813	5.7114	-0.9354	0.3535
R	6.3645	2.0343	0.3343	1477010447700000	-2.8586	5.8916	-0.9940	0.1097
R	7.0204	2.1461	0.8976	1477010448500000	-3.6563	5.8728	-0.9900	-0.1409
R	7.1830	2.2750	0.4466	1477010449300000	-4.4242	5.6562	-0.9239	-0.3827
R	7.2855	2.3330	0.0380	1477010450100000	-5.1142	5.2554	-0.7997	-0.6004
R	7.0234	2.4097	0.6560	1477010450900000	-5.6828	4.6957	-0.6253	-0.7804
R	7.1301	2.5527	-0.0769	1477010451700000	-6.0944	4.0121	-0.4115	-0.9114
R	6.9907	2.6299	-0.0309	1477010452500000	-6.3230	3.2476	-0.1719	-0.9851
R	6.7313	2.7964	-0.7045	1477010453300000	-6.3543	2.4503	0.0784	-0.9969
R	6.1536	2.9161	-0.3169	1477010454100000	-6.1864	1.6703	0.3239	-0.9461
R	6.0180	3.0158	-0.6854	1477010454900000	-5.8297	0.9566	0.5490	-0.8358
R	4.7311	3.0445	-1.0708	1477010455700000	-5.3068	0.3539	0.7396	-0.6730
R	4.7133	-3.1437	-1.3391	1477010456500000	-4.6504	-0.0997	0.8838	-0.4680
R	4.0603	-3.0909	-0.4794	1477010457300000	-3.9018	-0.3759	0.9724	-0.2335
R	3.4836	-2.9644	-0.8576	1477010458100000	-3.1080	-0.4572	0.9999	0.0157
R	2.1562	-3.0179	-0.6053	1477010458900000	-2.3190	-0.3386	0.9646	0.2638
R	1.6063	-3.1188	-1.1171	1477010459700000	-1.5843	-0.0275	0.8686	0.4954
R	1.6422	2.6970	0.0455	1477010460500000	-0.9500	0.4566	0.7181	0.6959
R	1.4644	1.9716	0.5065	1477010461300000	-0.4560	1.0832	0.5225	0.8526
R	1.5724	1.6342	1.1059	1477010462100000	-0.1334	1.8130	0.2941	0.9558
R	2.6304	1.5757	0.9722	1477010462900000	-0.0024	2.6000	0.0471	0.9989
R	3.5627	1.5391	1.0018	1477010463700000	0.0509	3.3969	0.1720	0.9851
R	4.3956	1.4942	0.9237	1477010464500000	0.2915	4.1576	0.4115	0.9114
R	4.8316	1.4558	0.5848	1477010465300000	0.7137	4.8347	0.6253	0.7804
R	5.6381	1.3566	0.6447	1477010466100000	1.2911	5.3854	0.7997	0.6004
R	6.0764	1.2099	0.6101	1477010466900000	1.9873	5.7753	0.9239	0.3827
R	6.7715	1.1124	0.2082	1477010467700000	2.7585	5.9798	0.9900	0.1409
R	6.9858	1.0865	0.8654	1477010468500000	3.5564	5.9861	0.9940	-0.1098
R	7.4022	0.9622	0.7486	1477010469300000	4.3308	5.7937	0.9354	-0.3535
R	7.1360	0.8133	-0.0334	1477010470100000	5.0330	5.4148	0.8181	-0.5750
R	7.2943	0.7331	0.2754	1477010470900000	5.6189	4.8732	0.6494	-0.7604
R	7.0552	0.5985	-0.0450	1477010471700000	6.0517	4.2029	0.4399	-0.8980
R	6.9923	0.4981	-0.5430	1477010472500000	6.3042	3.4460	0.2028	-0.9792
R	7.0825	0.3646	-0.0280	1477010473300000	6.3606	2.6501	-0.0471	-0.9989
R	6.9067	0.3488	-0.4521	1477010474100000	6.2172	1.8651	-0.2941	-0.9558
R	6.2193	0.1174	-0.3406	1477010474900000	5.8832	1.1405	-0.5225	-0.8526
R	5.9376	0.0662	-1.0361	1477010475700000	5.3794	0.5218	-0.7181	-0.6959
R	4.3820	0.0856	-1.2014	1477010476500000	4.7376	0.0477	-0.8686	-0.4955
R	4.4539	-0.0394	-0.7661	1477010477300000	3.9980	-0.2518	-0.9646	-0.2639
R	3.7719	-0.0957	-0.9162	1477010478100000	3.2072	-0.3580	-0.9999	-0.0157
R	2.5680	-0.1249	-1.1934	1477010478900000	2.4149	-0.2643	-0.9724	0.2334
R	2.2570	0.0064	-0.1869	1477010479700000	1.6707	0.0236	-0.8838	0.4679
R	1.3638	0.4463	-0.2073	1477010480500000	1.0215	0.4875	-0.7396	0.6730
R	1.7194	1.1867	0.5025	1477010481300000	0.5081	1.0983	-0.5490	0.8358
R	1.7865	1.4850	0.6753	1477010482100000	0.1627	1.8176	-0.3239	0.9461
R	2.7091	1.5728	0.9285	1477010482900000	0.0071	2.6002	-0.0785	0.9969
